,settings,in_AF,coupling,%_time_AF
366,"[50, 50, 1000, 0.4, 25]",False,0.9504054054054054,0.0
367,"[50, 50, 1000, 0.4, 25]",False,0.9502702702702702,0.0
368,"[50, 50, 1000, 0.4, 25]",False,0.9501351351351351,0.0
369,"[50, 50, 1000, 0.4, 25]",False,0.95,0.0
370,"[50, 50, 1000, 0.4, 25]",False,0.9498648648648649,0.0
371,"[50, 50, 1000, 0.4, 25]",False,0.9497297297297297,0.0
372,"[50, 50, 1000, 0.4, 25]",False,0.9495945945945946,0.0
373,"[50, 50, 1000, 0.4, 25]",False,0.9494594594594594,0.0
374,"[50, 50, 1000, 0.4, 25]",False,0.9493243243243243,0.0
375,"[50, 50, 1000, 0.4, 25]",False,0.9491891891891892,0.0
376,"[50, 50, 1000, 0.4, 25]",False,0.9490540540540541,0.0
