,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,normal_modes_config,graph,FullStateSave,stats,seed,location_2,location_3,location_4,location_err,AF_time,Hamming_dis_arr,Ham_dis_AF,Ham_dis_meanx,per_%,title,mean,variance,in AF?,multiplier
31,100,100,10000,0.25,25,0.55,10,0,"[5, 0.2, 0.5]",True,False,False,2068979954,7615,6919,6919,False,"(1, 130)","[[1.186065860604221, 1.3081213743778213, 0.8940391841634103, 1.0690883158044613, 1.0498413178395025, 1.1172663172532495, 1.277910621113838, 1.4678892725964305, 1.5799928958765632, 1.4678651258483053, 1.6366617293019399, 1.764106290991889, 1.609077355418578, 1.7736335419782991, 1.9476622986935046, 2.179265702754941]]",1.6366617293019399,14.083333333333334,1.0,"100,100,10000,0.25,25,Normal Modes,10,2068979954",0.5020933333333333,0.05010250684444444,True,1
32,100,100,10000,0.25,25,0.55,10,0,"[5, 0.2, 0.5]",True,False,False,831703199,2319,2319,2319,True,"(1, 137)","[[0.8868359811565072, 0.9854330788176702, 1.1309521361998482, 1.196296965975108, 1.7464691010686832, 1.7680710243441569, 1.4382606683073829, 1.2335106710534083, 1.305552281221541, 1.2355743566980115, 1.346183773174003, 1.599365397448692, 1.8847004322654801, 2.280957320810104, 2.2092135311189303, 2.279095193787164]]",1.346183773174003,18.17924528301887,1.0,"100,100,10000,0.25,25,Normal Modes,10,831703199",0.50257,0.04879550621111112,True,1
33,100,100,10000,0.25,25,0.55,10,0,"[5, 0.2, 0.5]",True,False,False,4170248439,5078,2893,2893,False,"(13, 213)","[[4.530274882403482, 4.90473622020295, 2.165162579134149, 1.858110783455537, 1.6949946947722645, 1.9091724931227299, 1.9643678104930207, 2.1167864170213804, 2.0998969785712673, 2.2457268063789257, 2.360804616544961, 2.6240129166950092, 2.4715418248463727, 2.546497930869852, 2.8786294588634838, 3.280433519286662]]",2.360804616544961,79.13125,1.0,"100,100,10000,0.25,25,Normal Modes,10,4170248439",0.5009166666666666,0.050737270833333334,True,1
34,100,100,10000,0.25,25,0.55,10,0,"[5, 0.2, 0.5]",True,False,False,144227274,3918,1051,1051,False,"(1, 134)","[[1.2080103016484953, 1.4318991611187069, 1.4161491628442244, 1.3980658435258164, 1.363212055198316, 1.4700397780851178, 1.6014891618767537, 1.6974661118712349, 2.0594789645164715, 2.1203307452225, 1.7467553831296845, 1.6316317667360556, 1.4921306889999801, 1.7654532585388976, 2.1474104729972736, 2.3758994000554137]]",1.7467553831296845,16.72340425531915,1.0,"100,100,10000,0.25,25,Normal Modes,10,144227274",0.5003299999999999,0.05034822443333333,True,1
35,100,100,10000,0.25,25,0.55,10,0,"[5, 0.2, 0.5]",True,False,False,1541260071,8816,8816,3819,False,"(1, 136)","[[0.9539931258289329, 0.7410594453442764, 0.8038046801904382, 0.9990572822831927, 1.066522910917861, 0.8317066511942269, 1.0506126699447902, 1.1419780218479245, 1.2709084677243019, 1.641557414104561, 1.6615706378849915, 1.6552328894652097, 1.827609542373163, 1.8193405398660252, 1.8898871726579949, 1.9201734224340838]]",1.6615706378849915,15.098360655737705,1.0,"100,100,10000,0.25,25,Normal Modes,10,1541260071",0.49949333333333334,0.050674409955555555,True,1
36,100,100,10000,0.25,25,0.55,10,0,"[5, 0.2, 0.5]",True,False,False,2970426818,6539,6539,6539,True,"(1, 162)","[[1.746013426581385, 1.8696962022983545, 1.4321281697226234, 1.758472098468938, 1.6886389385667233, 1.6068636924514246, 2.230070466535595, 2.0318060800050683, 2.007949668829503, 1.9987041401357826, 2.136131558615781, 2.013665868044979, 2.169503528950847, 2.0274804766836434, 2.1965701098988983, 2.5828045805645155]]",2.136131558615781,36.9375,1.0,"100,100,10000,0.25,25,Normal Modes,10,2970426818",0.5037633333333333,0.05039817065555555,True,1
37,100,100,10000,0.25,25,0.55,10,0,"[5, 0.2, 0.5]",True,False,False,1919173277,6713,9308,9308,False,"(1, 134)","[[0.6813277116732719, 0.8383158339790558, 1.0002108059133397, 1.1206381681783162, 0.7682806141253442, 0.7892980868762063, 0.7902948640996107, 0.8256340555340598, 1.0470019186952235, 1.4743729096331404, 1.550441300963008, 1.5981543173993626, 1.8378782783625804, 1.3778912075151706, 1.6769578468602295, 1.7624644653823625]]",1.550441300963008,11.462121212121213,1.0,"100,100,10000,0.25,25,Normal Modes,10,1919173277",0.5030766666666666,0.05059553412222223,True,1
38,100,100,10000,0.25,25,0.55,10,0,"[5, 0.2, 0.5]",True,False,False,3355598878,4432,4432,4432,True,"(1, 154)","[[2.7971389920092444, 2.563790555156156, 2.823886057708192, 2.826143455622313, 3.3568814319037426, 3.33383624371323, 3.2311931880162392, 3.595739693650732, 3.799869772795768, 4.22265527057493, 5.134260815984605, 4.444126747729467, 3.7384086542295845, 3.758041576698517, 4.110130640014961, 3.9956040933763592]]",5.134260815984605,28.552325581395348,1.0,"100,100,10000,0.25,25,Normal Modes,10,3355598878",0.49943000000000004,0.049359563988888897,True,1
39,100,100,10000,0.25,25,0.55,10,0,"[5, 0.2, 0.5]",True,False,False,1354874998,1305,1305,1305,True,"(1, 118)","[[0, 0, 0, 0, 0, 0.23814024239355047, 0.3935707803987403, 0.49977037886274667, 0.6191445220833255, 0.7523476701570951, 0.6844179487577726, 0.6820563254049703, 0.6963435865876252, 0.8481957249494155, 0.7553074925666011, 0.7907883790166694]]",0.6844179487577726,5.102409638554217,1.0,"100,100,10000,0.25,25,Normal Modes,10,1354874998",0.5000533333333332,0.05012666382222224,True,1
40,100,100,10000,0.25,25,0.55,10,0,"[10, 0.2, 0.5]",True,False,False,4150783760,1110,1110,1110,True,"(1, 126)","[[0.4618802153517006, 0.6647973793236219, 0.7213524124838806, 0.8029430218417131, 0.7774596856333849, 0.9908753251719422, 1.1398784446487906, 1.2692810485331012, 1.1820317839196914, 1.3034357324702062, 1.5055198638103358, 1.7178771575332898, 1.6569980566776494, 1.7026989380008986, 1.7832116391499917, 1.6260497472099114]]",1.5055198638103358,9.567796610169491,1.0,"100,100,10000,0.25,25,Normal Modes,10,4150783760",0.5000666666666667,0.04992399555555556,True,1
41,100,100,10000,0.25,25,0.55,10,0,"[10, 0.2, 0.5]",True,False,False,2922223971,3106,2237,1823,False,"(1, 128)","[[0, 0, 0, 0, 0.24159335036125376, 0.37463200220479964, 0.5659210781254456, 0.5753880678041808, 0.5635426694267704, 0.742616516070595, 0.941011559345015, 0.8739867032994407, 0.9767520727715562, 1.043344736794085, 1.308981726275131, 1.322532006830424]]",0.941011559345015,5.431818181818182,1.0,"100,100,10000,0.25,25,Normal Modes,10,2922223971",0.5000600000000001,0.050707996400000004,True,1
42,100,100,10000,0.25,25,0.55,10,0,"[10, 0.2, 0.5]",True,False,False,2072969772,8910,6208,6208,False,"(1, 132)","[[0.5428672591998076, 0.6802393594185869, 0.754702811105038, 0.8807919024698954, 0.8627998273403782, 0.6968642871540655, 0.7241546796092669, 0.8500679836595318, 1.003502241980794, 1.0307076581863504, 1.240943523453975, 0.9655500284783869, 1.1322906431617792, 1.4615851458419906, 1.2235726795089927, 1.6720940277089682]]",1.240943523453975,9.807692307692308,1.0,"100,100,10000,0.25,25,Normal Modes,10,2072969772",0.4986533333333333,0.048885742044444444,True,1
43,100,100,10000,0.25,25,0.55,10,0,"[10, 0.2, 0.5]",True,False,False,564752782,9119,9221,9221,True,"(1, 141)","[[1.1485969277095207, 1.3167984804340658, 1.7451323065847535, 1.6730111742167575, 1.9038501930708611, 1.9662237913656795, 1.5090260976250904, 1.5267414271035316, 1.753275394618598, 2.2063020180930177, 2.519245086489786, 2.2699147044295844, 2.1410520671113145, 1.6179959920150913, 1.7180867912367588, 1.7628618084892258]]",2.519245086489786,18.1864406779661,1.0,"100,100,10000,0.25,25,Normal Modes,10,564752782",0.5034,0.051923551111111126,True,1
44,100,100,10000,0.25,25,0.55,10,0,"[10, 0.2, 0.5]",True,False,False,1580017598,9707,9707,9707,True,"(1, 123)","[[0, 0.24000000000000002, 0.33650115109960327, 0.45971090962150274, 0.6067928719764045, 0.7410263634212781, 0.8055363982396381, 0.7675313282185038, 0.9205959000693463, 1.145507581880669, 1.1725315517833919, 1.423387094395429, 1.3929001903119045, 1.237179148263484, 1.5723301886761007, 1.5555508370537876]]",1.1725315517833919,7.446808510638298,1.0,"100,100,10000,0.25,25,Normal Modes,10,1580017598",0.49432,0.04946484871111112,True,1
45,100,100,10000,0.25,25,0.55,10,0,"[10, 0.2, 0.5]",True,False,False,3260968022,1626,1626,1722,True,"(1, 147)","[[1.9191591245001947, 1.4652626535607385, 1.7045734516804822, 1.6669999666733317, 1.7722781229289468, 1.67201247035106, 1.6034420659936348, 2.218316407648196, 2.382828114339179, 2.173965843345348, 2.262774738987936, 1.6365373316456373, 1.6035854076520237, 1.6957084791006236, 1.6984759343245661, 1.8839202625258733]]",2.262774738987936,27.41509433962264,1.0,"100,100,10000,0.25,25,Normal Modes,10,3260968022",0.50366,0.049387937733333345,True,1
